county,date,total_doses,one_dose,vaccinated,boosted
Borden,2021-11-11,402,223,201,
Borden,2021-11-12,402,223,201,
Borden,2021-11-13,402,223,201,
Borden,2021-11-14,404,223,201,
Borden,2021-11-15,404,223,201,
Borden,2021-11-16,402,222,200,
Borden,2021-11-17,404,222,200,
Borden,2021-11-18,404,222,200,
Borden,2021-11-19,404,222,200,
Borden,2021-11-20,405,223,200,
Borden,2021-11-21,407,224,201,
Borden,2021-11-22,407,224,201,
Borden,2021-11-23,407,224,201,
Borden,2021-11-24,407,224,201,
Borden,2021-11-29,404,222,199,
Borden,2021-11-30,404,222,199,
Borden,2021-12-01,407,223,200,
Borden,2021-12-02,410,224,200,
Borden,2021-12-03,411,224,200,
Borden,2021-12-04,412,225,200,
Borden,2021-12-05,412,225,200,
Borden,2021-12-06,414,225,200,
Borden,2021-12-07,416,225,200,
Borden,2021-12-08,416,225,200,
Borden,2021-12-09,416,225,200,
Borden,2021-12-10,415,224,199,
Borden,2021-12-11,414,223,198,
Borden,2021-12-12,415,223,199,
Borden,2021-12-13,415,223,199,29
Borden,2021-12-14,415,223,199,29
Borden,2021-12-16,417,225,197,29
Borden,2021-12-17,419,225,199,29
Borden,2021-12-18,419,224,198,30
Borden,2021-12-19,423,225,199,32
Borden,2021-12-20,422,224,199,32
Borden,2021-12-21,422,224,199,32
Borden,2021-12-22,422,224,199,32
Borden,2021-12-23,423,225,200,32
Borden,2021-12-27,424,225,200,33
Borden,2021-12-28,424,225,200,33
Borden,2021-12-29,430,228,202,35
Borden,2021-12-30,432,228,202,37
Borden,2022-01-03,429,226,200,37
Borden,2022-01-04,429,226,200,37
Borden,2022-01-05,437,228,203,40
Borden,2022-01-06,438,228,203,41
Borden,2022-01-07,439,228,203,42
Borden,2022-01-08,437,227,202,42
Borden,2022-01-09,437,227,202,42
Borden,2022-01-10,436,226,201,43
Borden,2022-01-11,437,226,201,44
Borden,2022-01-12,438,225,201,46
Borden,2022-01-13,438,225,201,46
Borden,2022-01-14,438,225,201,46
Borden,2022-01-15,438,225,201,46
Borden,2022-01-16,438,225,201,46
Borden,2022-01-17,438,225,201,46
Borden,2022-01-18,439,226,201,46
Borden,2022-01-19,439,226,201,46
Borden,2022-01-20,439,226,201,46
Borden,2022-01-21,440,226,201,47
Borden,2022-01-22,440,226,201,47
Borden,2022-01-23,440,226,201,47
Borden,2022-01-24,440,226,201,47
Borden,2022-01-25,440,226,201,47
Borden,2022-01-26,440,226,201,47
Borden,2022-01-27,440,226,201,47
Borden,2022-01-28,440,226,201,47
Borden,2022-01-29,440,226,201,47
Borden,2022-01-30,440,226,201,47
Borden,2022-01-31,440,226,201,47
Borden,2022-02-01,440,226,201,47
Borden,2022-02-02,440,226,201,47
Borden,2022-02-03,443,228,202,47
Borden,2022-02-04,443,228,202,47
Borden,2022-02-05,444,229,202,47
Borden,2022-02-06,450,230,203,51
Borden,2022-02-07,450,230,203,51
Borden,2022-02-08,450,230,203,51
Borden,2022-02-09,450,230,203,51
Borden,2022-02-10,450,230,203,51
Borden,2022-02-11,450,230,203,51
Borden,2022-02-12,450,230,203,51
Borden,2022-02-13,450,230,203,51
Borden,2022-02-14,450,230,203,51
Borden,2022-02-15,450,230,203,51
Borden,2022-02-16,450,230,203,51
Borden,2022-02-17,448,229,202,51
Borden,2022-02-18,448,229,202,51
Borden,2022-02-19,448,229,202,51
Borden,2022-02-20,446,228,201,51
Borden,2022-02-21,446,228,201,51
Borden,2022-02-22,446,228,201,51
Borden,2022-02-23,446,228,201,51
Borden,2022-02-24,446,228,201,51
Borden,2022-02-25,446,228,201,51
Borden,2022-02-26,443,227,200,50
Borden,2022-02-27,445,228,200,51
Borden,2022-02-28,445,228,200,51
Borden,2022-03-01,445,228,200,51
Borden,2022-03-02,445,228,200,51
Borden,2022-03-03,445,228,200,51
Borden,2022-03-04,445,228,200,51
Borden,2022-03-05,445,228,200,51
Borden,2022-03-06,445,228,200,51
Borden,2022-03-07,445,228,200,51
Borden,2022-03-08,445,228,200,51
Borden,2022-03-09,445,228,200,51
Borden,2022-03-10,445,228,200,51
Borden,2022-03-11,445,228,200,51
Borden,2022-03-12,445,228,200,51
Borden,2022-03-13,445,228,200,51
Borden,2022-03-14,445,228,200,51
Borden,2022-03-15,445,228,200,51
Borden,2022-03-16,445,228,200,51
Borden,2022-03-17,445,228,200,51
Borden,2022-03-18,445,228,200,51
Borden,2022-03-19,445,228,200,51
Borden,2022-03-20,445,228,200,51
Borden,2022-03-21,445,228,200,51
Borden,2022-03-22,445,228,200,51
Bosque,2020-12-24,19,19,0,
Bosque,2020-12-29,27,27,0,
Bosque,2020-12-30,42,42,0,
Bosque,2021-01-01,92,92,0,
Bosque,2021-01-02,103,103,0,
Bosque,2021-01-03,108,108,0,
Bosque,2021-01-05,122,122,0,
Bosque,2021-01-06,186,185,1,
Bosque,2021-01-07,228,226,2,
Bosque,2021-01-08,256,254,2,
Bosque,2021-01-09,288,282,6,
Bosque,2021-01-10,300,288,12,
Bosque,2021-01-11,432,420,12,
Bosque,2021-01-12,468,455,13,
Bosque,2021-01-13,496,482,14,
Bosque,2021-01-14,518,504,14,
Bosque,2021-01-15,573,558,15,
Bosque,2021-01-16,595,579,16,
Bosque,2021-01-17,615,598,17,
Bosque,2021-01-18,618,600,18,
Bosque,2021-01-19,632,614,18,
Bosque,2021-01-20,667,647,20,
Bosque,2021-01-21,714,689,25,
Bosque,2021-01-22,756,729,27,
Bosque,2021-01-23,779,750,29,
Bosque,2021-01-24,789,760,29,
Bosque,2021-01-25,804,763,41,
Bosque,2021-01-26,823,770,53,
Bosque,2021-01-27,846,776,70,
Bosque,2021-01-28,888,787,101,
Bosque,2021-01-29,936,815,121,
Bosque,2021-01-30,1004,862,142,
Bosque,2021-01-31,1042,876,166,
Bosque,2021-02-01,1052,885,167,
Bosque,2021-02-03,1093,900,193,
Bosque,2021-02-04,1189,952,237,
Bosque,2021-02-06,1305,1027,278,
Bosque,2021-02-07,1349,1068,281,
Bosque,2021-02-08,1369,1082,287,
Bosque,2021-02-09,1422,1099,323,
Bosque,2021-02-10,1479,1122,357,
Bosque,2021-02-11,1583,1178,405,
Bosque,2021-02-12,1901,1256,645,
Bosque,2021-02-13,2241,1432,809,
Bosque,2021-02-14,2607,1625,982,
Bosque,2021-02-15,2665,1656,1009,
Bosque,2021-02-16,2712,1681,1031,
Bosque,2021-02-17,2803,1730,1073,
Bosque,2021-02-18,2821,1737,1084,
Bosque,2021-02-19,2841,1747,1094,
Bosque,2021-02-20,2895,1772,1123,
Bosque,2021-02-21,2928,1796,1132,
Bosque,2021-02-22,2947,1812,1135,
Bosque,2021-02-23,3045,1859,1186,
Bosque,2021-02-24,3128,1912,1216,
Bosque,2021-02-25,3173,1924,1249,
Bosque,2021-02-26,3275,1980,1295,
Bosque,2021-02-27,3382,2069,1313,
Bosque,2021-02-28,3476,2118,1358,
Bosque,2021-03-01,3543,2152,1391,
Bosque,2021-03-02,3608,2191,1417,
Bosque,2021-03-03,3971,2484,1487,
Bosque,2021-03-04,4050,2537,1513,
Bosque,2021-03-05,4300,2747,1553,
Bosque,2021-03-06,4437,2865,1573,
Bosque,2021-03-07,4492,2881,1612,
Bosque,2021-03-08,4571,2934,1639,
Bosque,2021-03-09,4670,3012,1664,
Bosque,2021-03-10,4913,3254,1674,
Bosque,2021-03-11,5011,3337,1710,
Bosque,2021-03-12,5114,3421,1751,
Bosque,2021-03-13,5455,3753,1780,
Bosque,2021-03-14,5619,3894,1893,
Bosque,2021-03-15,5658,3930,1913,
Bosque,2021-03-16,5704,3976,1919,
Bosque,2021-03-17,5956,4211,1947,
Bosque,2021-03-18,5997,4247,1955,
Bosque,2021-03-19,6060,4310,1977,
Bosque,2021-03-20,6274,4498,2015,
Bosque,2021-03-21,6315,4518,2037,
Bosque,2021-03-22,6313,4512,2041,
Bosque,2021-03-23,6289,4484,2048,
Bosque,2021-03-24,6326,4508,2071,
Bosque,2021-03-25,6400,4557,2107,
Bosque,2021-03-26,6565,4644,2192,
Bosque,2021-03-27,6721,4758,2238,
Bosque,2021-03-28,6789,4778,2290,
Bosque,2021-03-29,6800,4784,2296,
Bosque,2021-03-30,6845,4819,2306,
Bosque,2021-03-31,6859,4788,2353,
Bosque,2021-04-01,6970,4840,2413,
Bosque,2021-04-02,7130,4930,2487,
Bosque,2021-04-03,7219,4965,2541,
Bosque,2021-04-04,7273,4983,2579,
Bosque,2021-04-05,7282,4990,2582,
Bosque,2021-04-06,7389,5028,2672,
Bosque,2021-04-07,7861,5105,3085,
Bosque,2021-04-08,7967,5165,3171,
Bosque,2021-04-09,8086,5216,3261,
Bosque,2021-04-10,8687,5313,3826,
Bosque,2021-04-11,8790,5372,3897,
Bosque,2021-04-12,8814,5391,3913,
Bosque,2021-04-13,8868,5428,3950,
Bosque,2021-04-14,9023,5462,4072,
Bosque,2021-04-15,9549,5822,4272,
Bosque,2021-04-16,9713,5904,4356,
Bosque,2021-04-17,9758,5919,4388,
Bosque,2021-04-18,9799,5939,4405,
Bosque,2021-04-19,9869,5980,4434,
Bosque,2021-04-20,9873,5954,4464,
Bosque,2021-04-21,9923,5977,4492,
Bosque,2021-04-22,9982,5994,4535,
Bosque,2021-04-23,10097,6066,4579,
Bosque,2021-04-24,10334,6094,4788,
Bosque,2021-04-25,10343,6091,4799,
Bosque,2021-04-26,10351,6099,4799,
Bosque,2021-04-27,10379,6108,4818,
Bosque,2021-04-28,10426,6133,4838,
Bosque,2021-04-29,10428,6122,4843,
Bosque,2021-04-30,10663,6162,5044,
Bosque,2021-05-01,10727,6206,5070,
Bosque,2021-05-02,10749,6218,5086,
Bosque,2021-05-03,10755,6224,5085,
Bosque,2021-05-04,10786,6223,5125,
Bosque,2021-05-05,10809,6229,5147,
Bosque,2021-05-06,10813,6227,5159,
Bosque,2021-05-07,10864,6253,5195,
Bosque,2021-05-09,10924,6283,5234,
Bosque,2021-05-10,10932,6279,5248,
Bosque,2021-05-11,10957,6296,5258,
Bosque,2021-05-12,10983,6315,5278,
Bosque,2021-05-13,11010,6332,5294,
Bosque,2021-05-14,11051,6356,5328,
Bosque,2021-05-15,11099,6391,5351,
Bosque,2021-05-16,11122,6406,5360,
Bosque,2021-05-17,11149,6417,5379,
Bosque,2021-05-18,11169,6428,5391,
Bosque,2021-05-19,11278,6458,5472,
Bosque,2021-05-20,11307,6478,5484,
Bosque,2021-05-21,11333,6484,5509,
Bosque,2021-05-22,11411,6511,5560,
Bosque,2021-05-23,11446,6523,5587,
Bosque,2021-05-24,11452,6525,5591,
Bosque,2021-05-25,11473,6535,5606,
Bosque,2021-05-26,11546,6579,5646,
Bosque,2021-05-27,11580,6599,5666,
Bosque,2021-05-28,11626,6621,5701,
Bosque,2021-05-29,11657,6645,5709,
Bosque,2021-05-30,11667,6650,5716,
Bosque,2021-05-31,11676,6654,5722,
Bosque,2021-06-01,11684,6659,5729,
Bosque,2021-06-02,11687,6662,5729,
Bosque,2021-06-03,11701,6668,5738,
Bosque,2021-06-04,11730,6683,5755,
Bosque,2021-06-05,11766,6698,5776,
Bosque,2021-06-06,11771,6700,5781,
Bosque,2021-06-07,11782,6703,5789,
Bosque,2021-06-08,11807,6712,5808,
Bosque,2021-06-09,11807,6712,5808,
Bosque,2021-06-10,11844,6728,5835,
Bosque,2021-06-11,11863,6734,5849,
Bosque,2021-06-12,11904,6749,5875,
Bosque,2021-06-13,11919,6757,5884,
Bosque,2021-06-14,11922,6759,5885,
Bosque,2021-06-15,11946,6774,5895,
Bosque,2021-06-16,11966,6783,5907,
Bosque,2021-06-17,12000,6798,5931,
Bosque,2021-06-18,12025,6814,5945,
Bosque,2021-06-19,12052,6817,5969,
Bosque,2021-06-20,12067,6824,5979,
Bosque,2021-06-21,12072,6827,5981,
Bosque,2021-06-22,12078,6832,5984,
Bosque,2021-06-23,12093,6838,5996,
Bosque,2021-06-24,12103,6845,6001,
Bosque,2021-06-25,12122,6855,6015,
Bosque,2021-06-26,12154,6865,6037,
Bosque,2021-06-27,12177,6870,6056,
Bosque,2021-06-28,12182,6871,6060,
Bosque,2021-06-29,12193,6876,6067,
Bosque,2021-06-30,12194,6876,6068,
Bosque,2021-07-01,12211,6889,6074,
Bosque,2021-07-02,12221,6893,6081,
Bosque,2021-07-03,12233,6900,6086,
Bosque,2021-07-04,12236,6901,6088,
Bosque,2021-07-05,12242,6903,6093,
Bosque,2021-07-06,12254,6907,6101,
Bosque,2021-07-07,12265,6909,6110,
Bosque,2021-07-08,12268,6909,6114,
Bosque,2021-07-09,12284,6918,6124,
Bosque,2021-07-10,12292,6922,6130,
Bosque,2021-07-11,12297,6924,6133,
Bosque,2021-07-12,12307,6930,6138,
Bosque,2021-07-13,12312,6934,6141,
Bosque,2021-07-14,12346,6942,6168,
Bosque,2021-07-15,12358,6949,6175,
Bosque,2021-07-16,12378,6959,6187,
Bosque,2021-07-17,12391,6966,6193,
Bosque,2021-07-18,12405,6978,6198,
Bosque,2021-07-19,12408,6982,6197,
Bosque,2021-07-20,12440,7007,6214,
Bosque,2021-07-21,12456,7016,6222,
Bosque,2021-07-22,12480,7035,6230,
Bosque,2021-07-23,12511,7055,6247,
Bosque,2021-07-24,12544,7079,6260,
Bosque,2021-07-25,12560,7090,6267,
Bosque,2021-07-26,12571,7099,6269,
Bosque,2021-07-27,12582,7110,6271,
Bosque,2021-07-28,12607,7132,6277,
Bosque,2021-07-29,12634,7155,6288,
Bosque,2021-07-30,12681,7188,6302,
Bosque,2021-07-31,12715,7212,6314,
Bosque,2021-08-01,12726,7221,6316,
Bosque,2021-08-02,12750,7241,6321,
Bosque,2021-08-03,12762,7251,6323,
Bosque,2021-08-04,12785,7272,6325,
Bosque,2021-08-05,12809,7295,6329,
Bosque,2021-08-06,12849,7326,6338,
Bosque,2021-08-07,12901,7373,6343,
Bosque,2021-08-08,12915,7383,6347,
Bosque,2021-08-09,12928,7390,6353,
Bosque,2021-08-10,12938,7399,6355,
Bosque,2021-08-11,12960,7418,6358,
Bosque,2021-08-12,12971,7425,6362,
Bosque,2021-08-13,13010,7460,6370,
Bosque,2021-08-14,13053,7490,6388,
Bosque,2021-08-15,13082,7515,6392,
Bosque,2021-08-16,13092,7523,6395,
Bosque,2021-08-17,13165,7581,6414,
Bosque,2021-08-18,13220,7624,6430,
Bosque,2021-08-19,13252,7647,6440,
Bosque,2021-08-20,13306,7688,6455,
Bosque,2021-08-21,13330,7697,6470,
Bosque,2021-08-22,13353,7712,6478,
Bosque,2021-08-23,13371,7720,6488,
Bosque,2021-08-24,13410,7736,6512,
Bosque,2021-08-25,13476,7775,6541,
Bosque,2021-08-26,13510,7799,6557,
Bosque,2021-08-27,13558,7835,6571,
Bosque,2021-08-28,13597,7854,6591,
Bosque,2021-08-29,13626,7873,6601,
Bosque,2021-08-30,13632,7868,6612,
Bosque,2021-08-31,13664,7894,6621,
Bosque,2021-09-01,13722,7921,6653,
Bosque,2021-09-02,13743,7933,6663,
Bosque,2021-09-03,13801,7967,6687,
Bosque,2021-09-04,13865,8002,6716,
Bosque,2021-09-05,13894,8017,6730,
Bosque,2021-09-06,13901,8020,6734,
Bosque,2021-09-07,13914,8028,6740,
Bosque,2021-09-08,13925,8035,6745,
Bosque,2021-09-09,13969,8056,6768,
Bosque,2021-09-10,14055,8109,6802,
Bosque,2021-09-11,14130,8150,6837,
Bosque,2021-09-12,14156,8162,6852,
Bosque,2021-09-13,14169,8169,6858,
Bosque,2021-09-14,14221,8200,6879,
Bosque,2021-09-15,14238,8208,6890,
Bosque,2021-09-16,14272,8224,6909,
Bosque,2021-09-17,14432,8316,6978,
Bosque,2021-09-18,14468,8332,6998,
Bosque,2021-09-19,14511,8345,7028,
Bosque,2021-09-20,14514,8345,7031,
Bosque,2021-09-21,14553,8368,7047,
Bosque,2021-09-22,14597,8387,7073,
Bosque,2021-09-23,14626,8401,7088,
Bosque,2021-09-24,14666,8419,7110,
Bosque,2021-09-27,14809,8435,7144,
Bosque,2021-09-28,14831,8442,7155,
Bosque,2021-09-29,14869,8452,7169,
Bosque,2021-09-30,14903,8459,7193,
Bosque,2021-10-01,14995,8483,7254,
Bosque,2021-10-02,15056,8496,7290,
Bosque,2021-10-03,15071,8499,7301,
Bosque,2021-10-04,15082,8500,7309,
Bosque,2021-10-05,15133,8515,7343,
Bosque,2021-10-07,15204,8541,7377,
Bosque,2021-10-08,15228,8552,7386,
Bosque,2021-10-09,15253,8559,7403,
Bosque,2021-10-10,15264,8562,7408,
Bosque,2021-10-11,15263,8559,7410,
Bosque,2021-10-12,15287,8562,7423,
Bosque,2021-10-13,15327,8568,7446,
Bosque,2021-10-14,15348,8571,7456,
Bosque,2021-10-15,15406,8585,7481,
Bosque,2021-10-16,15494,8593,7507,
Bosque,2021-10-17,15505,8598,7510,
Bosque,2021-10-18,15506,8597,7510,
Bosque,2021-10-19,15529,8600,7517,
Bosque,2021-10-20,15575,8615,7537,
Bosque,2021-10-21,15617,8625,7560,
Bosque,2021-10-22,15642,8626,7573,
Bosque,2021-10-23,15670,8631,7581,
Bosque,2021-10-24,15689,8635,7589,
Bosque,2021-10-25,15706,8638,7594,
Bosque,2021-10-26,15787,8660,7623,
Bosque,2021-10-27,15890,8677,7649,
Bosque,2021-10-28,15964,8693,7665,
Bosque,2021-10-29,16207,8707,7701,
Bosque,2021-10-30,16384,8714,7722,
Bosque,2021-10-31,16415,8718,7728,
Bosque,2021-11-01,16428,8719,7734,
Bosque,2021-11-02,16476,8728,7743,
Bosque,2021-11-03,16584,8739,7754,
Bosque,2021-11-04,16643,8757,7772,
Bosque,2021-11-05,16754,8768,7802,
Bosque,2021-11-06,16756,8790,7775,
Bosque,2021-11-07,16762,8791,7780,
Bosque,2021-11-08,16769,8791,7780,
Bosque,2021-11-09,16825,8798,7790,
Bosque,2021-11-10,16872,8810,7806,
Bosque,2021-11-11,16911,8820,7818,
Bosque,2021-11-12,16970,8826,7824,
Bosque,2021-11-13,17228,8847,7892,
Bosque,2021-11-14,17261,8846,7894,
Bosque,2021-11-15,17261,8845,7892,
Bosque,2021-11-16,17293,8850,7896,
Bosque,2021-11-17,17341,8853,7911,
Bosque,2021-11-18,17387,8857,7916,
Bosque,2021-11-19,17435,8863,7924,
Bosque,2021-11-20,17561,8884,7938,
Bosque,2021-11-21,17575,8887,7941,
Bosque,2021-11-22,17581,8887,7945,
Bosque,2021-11-23,17646,8901,7955,
Bosque,2021-11-24,17667,8902,7958,
Bosque,2021-11-29,17761,8917,7977,
Bosque,2021-11-30,17785,8921,7981,
Bosque,2021-12-01,17863,8931,8001,
Bosque,2021-12-02,17901,8935,8008,
Bosque,2021-12-03,17964,8940,8021,
Bosque,2021-12-04,18033,8956,8040,
Bosque,2021-12-05,18045,8962,8041,
Bosque,2021-12-06,18061,8969,8044,
Bosque,2021-12-07,18100,8973,8050,
Bosque,2021-12-08,18168,8982,8066,
Bosque,2021-12-09,18234,8992,8075,
Bosque,2021-12-10,18312,9008,8084,
Bosque,2021-12-11,18409,9028,8108,
Bosque,2021-12-12,18444,9041,8122,
Bosque,2021-12-13,18412,9027,8109,2295
Bosque,2021-12-14,18432,9027,8120,2305
Bosque,2021-12-16,18519,9043,8026,2359
Bosque,2021-12-17,18568,9054,8034,2394
Bosque,2021-12-18,18623,9067,8048,2422
Bosque,2021-12-19,18644,9069,8050,2439
Bosque,2021-12-20,18649,9070,8051,2442
Bosque,2021-12-21,18694,9079,8059,2471
Bosque,2021-12-22,18658,9076,8018,2477
Bosque,2021-12-23,18683,9087,8020,2490
Bosque,2021-12-27,18917,9121,8097,2615
Bosque,2021-12-28,18936,9128,8100,2624
Bosque,2021-12-29,18964,9133,8104,2644
Bosque,2021-12-30,19017,9141,8114,2682
Bosque,2022-01-03,19176,9167,8137,2794
Bosque,2022-01-04,19199,9168,8138,2817
Bosque,2022-01-05,19241,9174,8150,2841
Bosque,2022-01-06,19269,9180,8155,2858
Bosque,2022-01-07,19339,9188,8165,2910
Bosque,2022-01-08,19381,9199,8173,2933
Bosque,2022-01-09,19416,9204,8177,2958
Bosque,2022-01-10,19424,9206,8179,2962
Bosque,2022-01-11,19423,9200,8174,2971
Bosque,2022-01-12,19447,9207,8182,2980
Bosque,2022-01-13,19535,9228,8192,3038
Bosque,2022-01-14,19580,9240,8199,3065
Bosque,2022-01-15,19622,9252,8210,3086
Bosque,2022-01-16,19625,9254,8212,3087
Bosque,2022-01-17,19648,9263,8220,3095
Bosque,2022-01-18,19684,9274,8228,3111
Bosque,2022-01-19,19722,9286,8233,3132
Bosque,2022-01-20,19750,9297,8238,3145
Bosque,2022-01-21,19771,9300,8237,3164
Bosque,2022-01-22,19791,9302,8240,3180
Bosque,2022-01-23,19803,9304,8242,3188
Bosque,2022-01-24,19809,9306,8244,3190
Bosque,2022-01-25,19847,9312,8251,3215
Bosque,2022-01-26,19871,9315,8261,3226
Bosque,2022-01-27,19904,9323,8267,3246
Bosque,2022-01-28,19934,9333,8272,3260
Bosque,2022-01-29,19961,9342,8280,3273
Bosque,2022-01-30,19957,9338,8277,3274
Bosque,2022-01-31,19967,9342,8282,3275
Bosque,2022-02-01,19989,9347,8282,3291
Bosque,2022-02-02,20045,9359,8291,3326
Bosque,2022-02-03,20055,9356,8296,3334
Bosque,2022-02-04,20062,9357,8298,3338
Bosque,2022-02-05,20069,9360,8301,3340
Bosque,2022-02-06,20075,9363,8303,3341
Bosque,2022-02-07,20079,9365,8304,3342
Bosque,2022-02-08,20093,9369,8309,3347
Bosque,2022-02-09,20105,9373,8313,3351
Bosque,2022-02-10,20107,9373,8314,3354
Bosque,2022-02-11,20150,9387,8332,3362
Bosque,2022-02-12,20162,9390,8339,3364
Bosque,2022-02-13,20166,9389,8339,3369
Bosque,2022-02-14,20168,9390,8339,3370
Bosque,2022-02-15,20178,9393,8343,3374
Bosque,2022-02-16,20178,9393,8343,3374
Bosque,2022-02-17,20205,9399,8354,3385
Bosque,2022-02-18,20218,9400,8360,3392
Bosque,2022-02-19,20235,9403,8365,3401
Bosque,2022-02-20,20239,9405,8366,3403
Bosque,2022-02-21,20245,9406,8366,3408
Bosque,2022-02-22,20261,9411,8372,3413
Bosque,2022-02-23,20273,9414,8376,3419
Bosque,2022-02-24,20286,9418,8377,3427
Bosque,2022-02-25,20303,9421,8386,3432
Bosque,2022-02-26,20310,9421,8388,3437
Bosque,2022-02-27,20310,9420,8389,3437
Bosque,2022-02-28,20313,9421,8391,3437
Bosque,2022-03-01,20321,9427,8391,3439
Bosque,2022-03-02,20320,9427,8390,3439
Bosque,2022-03-03,20320,9428,8390,3438
Bosque,2022-03-04,20319,9426,8389,3439
Bosque,2022-03-05,20321,9426,8390,3439
Bosque,2022-03-06,20329,9429,8393,3442
Bosque,2022-03-07,20331,9430,8393,3443
Bosque,2022-03-08,20337,9432,8396,3444
Bosque,2022-03-09,20344,9430,8396,3453
Bosque,2022-03-10,20345,9431,8396,3454
Bosque,2022-03-11,20354,9432,8402,3456
Bosque,2022-03-12,20370,9435,8412,3459
Bosque,2022-03-13,20369,9435,8412,3458
Bosque,2022-03-14,20372,9438,8412,3458
Bosque,2022-03-15,20382,9442,8415,3462
Bosque,2022-03-16,20392,9444,8414,3471
Bosque,2022-03-17,20407,9449,8418,3477
Bosque,2022-03-18,20406,9447,8417,3479
Bosque,2022-03-19,20427,9451,8427,3486
Bosque,2022-03-20,20435,9454,8428,3490
Bosque,2022-03-21,20436,9455,8428,3490
Bosque,2022-03-22,20442,9456,8432,3491
Bowie,2020-12-24,191,191,0,
Bowie,2020-12-29,281,281,0,
Bowie,2020-12-30,410,410,0,
Bowie,2021-01-01,970,970,0,
Bowie,2021-01-02,1051,1051,0,
Bowie,2021-01-03,1150,1150,0,
Bowie,2021-01-05,1160,1160,0,
Bowie,2021-01-06,1192,1190,2,
Bowie,2021-01-07,1242,1239,3,
Bowie,2021-01-08,1293,1290,3,
Bowie,2021-01-09,1404,1373,31,
Bowie,2021-01-10,1427,1395,32,
Bowie,2021-01-11,1440,1408,32,
Bowie,2021-01-12,1729,1620,109,
Bowie,2021-01-13,1831,1708,123,
Bowie,2021-01-14,1896,1769,127,
Bowie,2021-01-15,1942,1814,128,
Bowie,2021-01-16,2744,2325,419,
Bowie,2021-01-17,2780,2355,425,
Bowie,2021-01-18,3020,2595,425,
Bowie,2021-01-19,3090,2665,425,
Bowie,2021-01-20,3307,2697,610,
Bowie,2021-01-21,3320,2703,617,
Bowie,2021-01-22,3407,2774,633,
Bowie,2021-01-23,3415,2781,634,
Bowie,2021-01-24,3433,2795,638,
Bowie,2021-01-25,3572,2811,761,
Bowie,2021-01-26,3654,2850,804,
Bowie,2021-01-27,3725,2896,829,
Bowie,2021-01-28,4015,2960,1055,
Bowie,2021-01-29,4187,3036,1151,
Bowie,2021-01-30,4296,3143,1153,
Bowie,2021-01-31,4311,3154,1157,
Bowie,2021-02-01,4326,3160,1166,
Bowie,2021-02-03,4879,3443,1436,
Bowie,2021-02-04,5148,3589,1559,
Bowie,2021-02-06,5795,3977,1818,
Bowie,2021-02-07,5868,4018,1850,
Bowie,2021-02-08,5911,4049,1862,
Bowie,2021-02-09,5925,4057,1868,
Bowie,2021-02-10,6002,4036,1966,
Bowie,2021-02-11,6155,4109,2046,
Bowie,2021-02-12,6262,4147,2115,
Bowie,2021-02-13,6366,4187,2179,
Bowie,2021-02-14,6685,4448,2237,
Bowie,2021-02-15,6767,4509,2258,
Bowie,2021-02-16,6942,4657,2285,
Bowie,2021-02-17,7124,4800,2324,
Bowie,2021-02-18,7163,4839,2324,
Bowie,2021-02-19,7338,4849,2489,
Bowie,2021-02-20,7687,4852,2835,
Bowie,2021-02-21,7770,4930,2840,
Bowie,2021-02-22,7808,4958,2850,
Bowie,2021-02-23,7849,4974,2875,
Bowie,2021-02-24,7912,5013,2899,
Bowie,2021-02-25,8586,5504,3082,
Bowie,2021-02-26,8847,5560,3287,
Bowie,2021-02-27,8938,5615,3323,
Bowie,2021-02-28,9117,5734,3383,
Bowie,2021-03-01,9200,5785,3415,
Bowie,2021-03-02,9972,6513,3459,
Bowie,2021-03-03,10342,6653,3689,
Bowie,2021-03-04,10826,6887,3939,
Bowie,2021-03-05,11135,6997,4138,
Bowie,2021-03-06,11310,7146,4164,
Bowie,2021-03-07,11522,7334,4188,
Bowie,2021-03-08,11877,7664,4213,
Bowie,2021-03-09,12509,8263,4251,
Bowie,2021-03-10,12626,8340,4302,
Bowie,2021-03-11,13204,8697,4607,
Bowie,2021-03-12,13801,9283,4734,
Bowie,2021-03-13,14769,10208,4897,
Bowie,2021-03-14,15170,10559,5162,
Bowie,2021-03-15,16243,10845,6051,
Bowie,2021-03-16,17136,11438,6428,
Bowie,2021-03-17,17526,11815,6537,
Bowie,2021-03-18,17742,12018,6570,
Bowie,2021-03-19,18181,12448,6752,
Bowie,2021-03-20,18439,12633,6826,
Bowie,2021-03-21,18557,12723,6854,
Bowie,2021-03-22,18779,12884,6916,
Bowie,2021-03-23,18580,12681,6940,
Bowie,2021-03-24,19085,13030,7170,
Bowie,2021-03-25,19237,13164,7268,
Bowie,2021-03-26,19779,13627,7352,
Bowie,2021-03-27,19891,13702,7416,
Bowie,2021-03-28,20055,13778,7545,
Bowie,2021-03-29,21233,13802,8707,
Bowie,2021-03-30,21574,13901,8987,
Bowie,2021-03-31,21790,13995,9110,
Bowie,2021-04-01,22034,14104,9264,
Bowie,2021-04-02,22269,14210,9393,
Bowie,2021-04-03,22592,14364,9561,
Bowie,2021-04-04,22748,14433,9647,
Bowie,2021-04-05,22832,14507,9666,
Bowie,2021-04-06,24235,14674,10933,
Bowie,2021-04-07,24482,14842,11067,
Bowie,2021-04-08,25042,15159,11457,
Bowie,2021-04-09,25421,15340,11716,
